1461166161 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
1461178308 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1461788607 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
1461950397 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0
1462384859 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0
1462912731 1 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0
1462981830 1 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0
1464022044 2 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0
1464050968 2 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0
1464115771 3 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0
1464126722 3 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0
1464649056 4 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0
1464735522 4 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0
1465088507 4 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0
1465588780 5 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0
1465867395 6 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0
1465870995 7 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0
1465873843 7 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1465998768 8 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1466014969 9 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1466021223 10 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1466022017 11 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1466022053 12 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1466022655 13 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1466023205 14 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1466023310 15 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1466116950 15 1 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1466202237 15 2 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1466260722 15 3 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1466523132 15 4 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1466601815 15 5 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1466624507 16 5 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1466625762 17 5 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1466692072 18 5 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1466699671 19 5 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1466965052 19 6 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1467162564 19 7 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1467163106 19 8 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1467657213 19 9 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1467831071 19 10 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1468354642 19 11 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1468454358 20 11 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1468464464 20 12 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1468523996 21 12 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1468608628 21 13 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1468609051 22 13 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1468851448 22 14 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1468941515 23 14 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1468964717 24 14 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1468981923 24 15 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1469138775 24 16 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1469574438 24 17 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1469581327 24 18 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1469592148 24 18 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 1 0
1469628983 25 18 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 1 0
1470067211 25 19 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 1 0
1470082356 25 20 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 1 0
1470604487 25 21 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 1 0
1470627790 26 21 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 1 0
1470664460 27 21 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 1 0
1470671047 28 21 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 1 0
1470672900 29 21 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 1 0
